126,336,425,1,0,69.7818759047619
94,334,292,1,1,66.08293583333334
101,341,705,0,1,66.26934750000001
113,353,1361,2,0,67.09887941666668
121,361,102,1,0,67.76996141666667
111,351,1249,2,0,66.87518541666667
104,344,851,1,1,66.63285025
113,353,1376,2,1,66.13885933333333
164,374,2599,0,0,62.272148761904766
199,409,1160,2,0,68.4716681904762
165,375,2674,1,1,68.2373220952381
136,376,2710,1,1,67.29461166666667
141,381,1270,0,1,67.59287033333334
142,382,3071,1,0,68.22667
181,391,74,2,0,68.43971190476191
186,396,2140,2,0,66.46907428571429
161,401,4110,1,0,67.69539675
167,407,2751,1,1,67.13616175
169,409,2867,0,0,68.72066091666667
164,374,2586,2,1,69.08948971428572
154,394,278,1,0,68.18006708333334
166,406,2716,1,0,68.12414358333334
168,408,1133,0,1,67.12684116666667
130,370,625,1,1,67.57422916666667
147,387,1609,1,1,67.96569366666667
123,393,1979,1,0,66.18856911111112
164,404,874,0,0,69.14008716666667
166,406,4440,0,0,66.660812
169,409,2888,0,1,67.93773191666668
147,387,1608,1,0,69.0655225
161,401,2404,2,0,68.02161716666667
150,390,36,2,1,67.1641235
153,393,195,1,0,67.49034391666667
129,399,2284,0,0,65.19437355555556
161,401,4119,2,0,67.14548233333333
136,376,1012,1,1,68.81386675
157,397,2152,0,0,66.56760616666666
159,399,592,1,0,67.08023825000001
127,367,2171,1,0,67.17344408333334
143,383,1404,1,1,67.43442041666667
146,386,1541,0,1,67.76064083333334
153,393,3644,1,1,66.69809433333334
137,377,1041,0,1,67.555588
181,391,58,0,0,68.63144961904763
168,408,2822,0,0,66.24138575
169,409,2892,1,1,67.9470525
100,370,5812,2,1,60.52993940740741
158,398,496,0,0,67.90977016666668
176,416,3262,2,1,68.79522558333333
220,430,5810,0,0,69.25992323809524
194,434,2570,0,1,68.30123466666667
200,410,1238,1,1,68.71666638095239
203,413,1366,0,0,67.89645504761906
189,429,2270,0,0,67.53694683333335
173,413,1385,1,0,67.891129
176,416,3278,1,1,68.15210533333334
156,426,3849,2,0,65.20265851851853
202,442,6491,2,0,66.95907066666668
181,421,3579,1,1,67.90044958333334
188,428,2213,2,1,67.35053516666667
200,440,2951,0,1,67.54626741666667
195,435,6078,2,1,66.86586483333333
210,420,5256,0,1,69.14275019047619
184,424,5456,0,1,67.63015266666667
189,429,4004,2,0,67.22004700000001
196,436,4418,2,0,66.75401783333334
187,427,3882,0,1,68.87911083333333
171,411,3013,2,1,68.46900516666668
199,439,1174,2,1,67.79792316666666
250,460,4092,0,1,68.09884485714286
224,464,869,2,0,68.77658441666668
229,439,6360,0,1,68.83383942857144
202,442,1311,0,1,66.85654425
236,446,3280,2,0,67.9923239047619
210,450,3489,1,1,68.2825935
196,436,6175,2,1,67.59287033333334
205,445,4922,0,1,67.18276466666667
219,459,7564,0,1,67.32257341666667
220,460,640,0,1,67.23868816666668
224,464,852,1,0,68.09618183333333
206,446,4989,0,0,67.67675558333333
217,457,5626,2,0,68.21734941666666
251,461,4106,0,0,66.8951580952381
222,462,726,2,1,68.07754066666668
262,472,6499,1,1,66.87385390476192
262,472,8290,0,0,67.91775923809524
210,450,3477,2,0,67.62083208333334
246,456,3808,0,0,61.238895523809525
223,463,5962,0,0,68.04957891666668
231,471,8228,1,0,67.75132025
231,471,1259,0,1,67.35985575000001
238,448,3413,1,1,68.20536580952381
242,452,7114,2,0,68.897752
218,458,503,2,0,67.43442041666667
222,462,4170,0,1,69.0655225
253,463,4266,1,0,68.76992685714286
231,471,1248,1,0,68.2825935
228,468,4544,0,0,67.20140583333334
212,452,3585,1,0,68.16142591666667
243,453,7187,0,0,67.17211257142857
218,458,501,2,0,67.67675558333333
230,470,1240,2,0,69.50358991666667
230,470,4685,2,1,68.9536755
231,471,6446,1,0,66.67013258333334
208,478,6878,1,1,65.08666903703704
269,479,1760,0,0,67.23602514285714
256,466,7949,2,1,69.37709628571429
229,469,8150,2,1,66.24138575
207,477,6780,0,1,66.3045585925926
228,468,1109,0,0,67.8352055
232,472,1333,1,0,66.94975008333334
246,486,5597,2,1,68.16142591666667
225,465,903,2,1,69.16804891666668
235,475,4950,2,0,68.45036400000001
239,479,5194,2,0,69.680681
217,487,7420,0,1,65.50920214814815
247,487,2182,0,1,68.09618183333333
274,484,5452,2,1,67.87515085714286
246,486,2125,1,0,67.443741
254,494,9587,0,1,68.63677566666667
259,499,2880,1,0,68.23599058333335
265,505,10287,0,0,65.95244766666667
266,506,6726,2,1,68.60881391666666
269,509,8737,0,0,67.45306158333334
300,510,10601,1,1,68.78057895238095
274,514,3747,0,0,68.85114908333334
246,516,9117,2,0,66.31284355555556
279,489,9275,0,1,68.30123466666667
252,492,2480,0,0,68.54356983333334
255,495,2665,1,1,69.1773695
256,496,2734,1,1,67.90977016666668
300,510,7020,2,1,67.67276104761906
247,487,7424,2,0,67.21072641666667
253,493,4261,2,1,66.660812
254,494,2566,1,0,67.555588
256,496,2683,2,0,68.65541683333335
234,504,8395,2,1,66.37912325925926
265,505,1487,2,1,66.48372091666667
272,512,3615,0,0,67.11752058333335
277,517,7408,0,0,68.338517
277,517,441,0,1,68.31055525000001
282,492,5935,2,1,68.85514361904762
256,496,2698,0,0,68.18938766666666
257,497,8028,0,0,67.15480291666667
257,497,6206,0,0,69.52223108333334
272,512,172,2,0,68.61813450000001
272,512,3623,1,0,67.98433483333334
265,505,3212,0,1,67.57422916666667
266,506,6763,0,0,67.99365541666667
298,508,6849,0,0,68.97231666666667
274,514,276,0,0,68.55289041666667
248,488,2227,1,1,67.63947325000001
252,492,5914,1,0,67.74199966666667
263,503,8335,0,1,67.65811441666668
264,504,8427,0,1,68.20802883333334
272,512,167,2,0,68.68337858333334
303,513,7159,1,1,68.4929723809524
276,516,410,0,0,68.06822008333333
260,500,8188,1,0,67.31325283333334
265,505,6713,0,0,68.51560808333333
267,507,8603,2,0,67.22004700000001
301,511,5270,0,0,65.3399521904762
275,515,7289,0,0,69.05620191666667
275,515,3790,2,1,68.76726383333335
268,508,8686,2,1,66.75401783333334
270,510,8781,1,1,68.87911083333333
272,512,7095,1,0,68.07754066666668
252,492,9446,0,1,66.70741491666666
282,492,9473,1,0,62.91127447619048
253,493,5956,0,1,68.785905
263,503,3101,0,1,69.16804891666668
276,516,10988,2,1,66.79130016666667
277,517,5653,1,1,67.75132025
258,498,6273,2,1,68.76726383333335
259,499,9911,0,1,67.62083208333334
260,500,2921,1,1,68.9536755
262,502,8325,1,1,67.95637308333333
312,522,7696,0,1,67.36385028571429
280,520,609,2,1,67.71403791666667
311,521,5844,2,1,66.13885933333334
312,522,4212,1,0,68.97231666666667
283,523,11366,1,1,67.28529108333333
278,518,3931,2,1,67.46238216666667
279,519,7519,2,0,67.58354975
285,525,7906,1,1,68.338517
286,526,994,2,1,65.95244766666667
316,526,7958,1,1,68.34384304761905
278,518,520,2,1,66.101577
282,522,7729,1,0,67.49034391666667
282,522,11293,1,0,66.74469725
